guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
3702,0.5731345199468348,0.5320635117321124,0.642233569383399,0.7668961297148305,Couple,Luxury,6,Rainy,12,Sports Event,82,1,3.8,49,0.4116628724778542,0.9084516695443888,40,Indoor Wellness Retreat,28.0
3703,0.2993559858586236,0.6818706225765355,0.4489154109248543,0.2311427349269681,Couple,Budget,10,Cloudy,65,Wellness Expo,6,1,4.5,7,0.4885014737324902,0.0570293469354263,9,City Tour,28.0
3704,0.7864590725104466,0.7620027209279642,0.7574806599564493,0.2415153032107554,Couple,Mid-range,6,Snowy,6,Food Carnival,76,1,4.1,83,0.056407528761685,0.4358403908510285,93,Spa Package,17.0
3705,0.2053636335145003,0.0256630792301029,0.2382940845116971,0.4737532392192964,Couple,Budget,10,Cloudy,36,Cultural Fair,61,1,3.7,3,0.2058056344347441,0.815732700832027,9,Cultural Museum Visit,14.0
3706,0.2855084352919891,0.6254436550013077,0.5438583434306796,0.869689766789635,Couple,Luxury,11,Cloudy,54,Cultural Fair,14,1,4.4,61,0.5036387939359706,0.5310370161073367,11,City Tour,17.0
3707,0.2851017839814435,0.8357248766671724,0.3032699602749433,0.0621314687528546,Solo,Budget,2,Sunny,8,Cultural Fair,96,1,4.2,22,0.0040870392447839,0.3102460591813194,33,Spa Package,20.0
3708,0.9481595140608188,0.206324771061704,0.1789139023271559,0.5910595264679378,Solo,Budget,2,Rainy,25,Music Festival,47,0,3.7,29,0.9682998129196154,0.2503656061793374,83,Adventure Trek,37.0
3709,0.5693396171463748,0.9607464482560916,0.8225431424682919,0.5478261656055382,Couple,Budget,13,Rainy,93,Food Carnival,18,0,4.0,85,0.4272804822540813,0.7679864160125287,21,City Tour,24.0
3710,0.4301355033017687,0.0153998066142552,0.3660609200098061,0.2591312692480909,Couple,Mid-range,6,Rainy,17,Wellness Expo,46,1,4.9,34,0.284860942915601,0.3614886567767361,14,Food Experience,31.0
3711,0.8611458060864189,0.669321507594691,0.7041334458989728,0.1044616873561458,Family,Budget,13,Cloudy,87,Sports Event,92,0,4.4,49,0.7906172684730587,0.0754431973292992,69,Adventure Trek,10.0
3712,0.6439477976251092,0.0068271836983623,0.4641226587656158,0.1976373124547146,Family,Luxury,2,Sunny,38,Music Festival,62,1,4.8,85,0.9637973267855672,0.3700395958767116,15,Spa Package,20.0
3713,0.8954567547551455,0.5699492875736658,0.759768235249294,0.4511101046226169,Family,Mid-range,6,Rainy,43,Cultural Fair,41,1,4.8,46,0.8290671136924184,0.5860323353624879,4,Spa Package,39.0
3714,0.9903311563170188,0.9615231078574348,0.5315586851454942,0.4677058725535691,Couple,Luxury,7,Snowy,32,Wellness Expo,1,1,3.7,73,0.432715264181826,0.6072469133524616,45,Cultural Museum Visit,23.0
3715,0.8172786474508807,0.6625301600931622,0.7552249623729356,0.073053792357066,Business,Budget,4,Rainy,82,Wellness Expo,17,0,5.0,15,0.3257251041569394,0.572091940050794,59,City Tour,29.0
3716,0.7851403736548029,0.4380787947126533,0.7437353881531519,0.5569981899255354,Business,Mid-range,6,Snowy,75,Music Festival,38,1,4.6,14,0.6266638428993353,0.5751634679148199,25,Food Experience,23.0
3717,0.6397429768592637,0.2119963603140157,0.384780431045098,0.4708547345668347,Solo,Luxury,12,Rainy,18,Food Carnival,63,0,4.4,9,0.3702400255447304,0.3779717979359986,20,Cultural Museum Visit,27.0
3718,0.3534686942475706,0.0698197554902453,0.4099917755354846,0.419700183001336,Couple,Mid-range,1,Snowy,68,Music Festival,65,1,4.0,15,0.3826954687176335,0.655979501423868,99,Adventure Trek,37.0
3719,0.6361879815009303,0.6945479323286458,0.8996279735293321,0.0563425141692879,Business,Budget,9,Sunny,15,Wellness Expo,50,1,3.8,21,0.0724675536353713,0.8683690939660591,72,Food Experience,32.0
3720,0.8711776987979423,0.8627813782971517,0.3711149148723627,0.8567742636877337,Couple,Budget,11,Rainy,84,Food Carnival,36,0,4.8,95,0.6634066724797116,0.2591396150047106,55,Food Experience,21.0
3721,0.5648078328353712,0.4050079162643735,0.3076244282819671,0.1499603798156078,Family,Mid-range,10,Snowy,16,Cultural Fair,98,0,3.8,59,0.6092421853102077,0.8441522489309158,35,Cultural Museum Visit,23.0
3722,0.2934761879171268,0.9088593061600916,0.1401652371645708,0.0675819236258035,Family,Budget,8,Rainy,50,Sports Event,30,1,4.8,11,0.1008540652253991,0.795474713684064,19,Cultural Museum Visit,34.0
3723,0.4584419956678084,0.4571545569899748,0.0649063458498419,0.4913320614130181,Business,Mid-range,13,Sunny,45,Music Festival,73,1,4.2,27,0.3310808596395235,0.1443989713150615,59,Spa Package,11.0
3724,0.5881592074972624,0.3705713174368257,0.7030833554764285,0.375542669115714,Solo,Budget,11,Sunny,81,Food Carnival,28,0,3.9,6,0.4974562850757552,0.2072811697266477,70,Spa Package,28.0
3725,0.391932519194933,0.8754444986267487,0.1740336637778131,0.9714824409764216,Solo,Luxury,4,Snowy,55,Sports Event,13,0,3.6,54,0.6611937555250947,0.9590629557602752,86,Spa Package,35.0
3726,0.804315723851525,0.1145740978434463,0.7268022667125207,0.0692024533181749,Couple,Budget,14,Rainy,75,Cultural Fair,39,1,4.7,1,0.3467876914433948,0.476310282769673,19,Cultural Museum Visit,24.0
3727,0.0906731625991777,0.5150934851188792,0.2212997051970217,0.130148909752536,Family,Mid-range,13,Cloudy,21,Wellness Expo,25,0,3.9,38,0.75783604503073,0.6664086983578873,77,Spa Package,30.0
3728,0.8659794076492221,0.2649905079082114,0.2483554404065958,0.9408891745916838,Solo,Luxury,6,Snowy,18,Wellness Expo,37,0,4.2,49,0.5710923798233064,0.051261180479449,84,Spa Package,25.0
3729,0.6300842714130318,0.1588548370698702,0.5402020539617223,0.3124598026714864,Business,Budget,10,Snowy,29,Cultural Fair,85,1,4.4,82,0.925858594305869,0.9480229738303904,12,Spa Package,36.0
3730,0.4245501781397189,0.9746092152259552,0.4424751845284705,0.5083532431926094,Solo,Mid-range,2,Cloudy,68,Wellness Expo,32,0,4.0,1,0.3713841984841596,0.1550034259937485,84,Cultural Museum Visit,21.0
3731,0.3371102398765153,0.6205802388079854,0.8502347854450004,0.4674346087971508,Business,Budget,4,Snowy,98,Music Festival,53,0,4.9,91,0.7006395797997667,0.2635129446561929,9,Cultural Museum Visit,12.0
3732,0.4459236851765057,0.0676454376436798,0.060742778956586,0.6561711442996164,Solo,Luxury,8,Snowy,19,Sports Event,49,0,4.8,65,0.9359812747588898,0.0198380073223281,39,Spa Package,18.0
3733,0.7083612814817767,0.4998045690288432,0.2786083257856633,0.4385939859293282,Solo,Budget,11,Cloudy,76,Food Carnival,59,1,3.9,94,0.0949784501696647,0.3528994513605932,19,Spa Package,16.0
3734,0.8188251585326681,0.548833231408249,0.1409017154437656,0.9855282580030916,Business,Luxury,6,Snowy,76,Wellness Expo,26,0,4.7,23,0.5423653537887372,0.4458953434419177,3,Cultural Museum Visit,20.0
3735,0.6335157185606092,0.2881788600053635,0.3734626591810681,0.3159703861544719,Couple,Mid-range,4,Sunny,48,Wellness Expo,31,0,4.9,49,0.3897647529940276,0.5817660537783996,33,Cultural Museum Visit,23.0
3736,0.8512712332286223,0.5385358226089706,0.5857503186913533,0.3348356793289948,Couple,Mid-range,2,Rainy,2,Wellness Expo,6,0,3.7,9,0.1515888111459344,0.3118491250681453,68,City Tour,38.0
3737,0.6373991459951881,0.4132873392229796,0.4694247039558253,0.8969510784382152,Solo,Budget,2,Rainy,38,Sports Event,11,0,3.7,22,0.7894136465654708,0.4828945826697887,12,City Tour,11.0
3738,0.5574540237660258,0.2360519779160755,0.8087948952652009,0.2192694037948397,Business,Mid-range,13,Cloudy,59,Wellness Expo,10,0,4.7,54,0.1941738714013893,0.8379791267011047,57,Spa Package,27.0
3739,0.0919645634197455,0.4661308340044493,0.2074257065563213,0.6168732659132605,Family,Budget,7,Snowy,91,Music Festival,64,1,4.1,35,0.9043073318561934,0.4117668563590988,11,Indoor Wellness Retreat,36.0
3740,0.8078501806086453,0.1559858857977509,0.0994266743829976,0.1064860267798696,Business,Mid-range,3,Rainy,25,Food Carnival,4,1,4.1,1,0.6866075998252659,0.9809198673795556,57,Cultural Museum Visit,37.0
3741,0.1489357888090761,0.1258850911114424,0.0209208636406436,0.8922563783821804,Solo,Budget,5,Rainy,66,Food Carnival,67,1,3.8,50,0.8666131299992696,0.560723842106696,42,Spa Package,15.0
3742,0.2917879115062062,0.1407722728840363,0.2109319362253767,0.6213905216727907,Family,Budget,2,Sunny,60,Food Carnival,35,1,4.3,22,0.8208413975489657,0.8227725659535118,95,Adventure Trek,32.0
3743,0.2996455134861097,0.2361849077358233,0.7774429237813316,0.9301799544642902,Family,Budget,9,Snowy,17,Cultural Fair,14,1,3.7,21,0.9167182259223426,0.6067956449418115,89,Food Experience,33.0
3744,0.7971598930732,0.7383711608076408,0.5657764329858617,0.845644917251181,Business,Budget,12,Snowy,6,Cultural Fair,28,0,4.8,86,0.9368867783048096,0.0976605960477074,83,City Tour,28.0
3745,0.7619264295169352,0.7048715771079049,0.4932302303615721,0.427627866629708,Business,Luxury,14,Rainy,64,Food Carnival,25,0,4.0,5,0.3259857038068107,0.7878588239730704,72,Cultural Museum Visit,11.0
3746,0.9846647074881012,0.344862623361743,0.9193274247785794,0.7217977359518515,Family,Luxury,7,Rainy,48,Wellness Expo,72,0,4.1,9,0.5029121838417954,0.6431507634433468,81,Food Experience,33.0
3747,0.94681300195553,0.9219734791556664,0.5125646748776862,0.664300164570896,Solo,Mid-range,5,Rainy,11,Food Carnival,43,0,3.9,27,0.2977676070391194,0.4971231722705556,73,Indoor Wellness Retreat,36.0
3748,0.4037221483243988,0.8426096664349252,0.6867138755621218,0.6382748395499973,Business,Mid-range,2,Rainy,59,Wellness Expo,6,0,4.1,39,0.0365480570988054,0.0124536400114554,37,Cultural Museum Visit,13.0
3749,0.8118831608663307,0.2276483637995338,0.4631303841211364,0.7197246829344085,Family,Budget,9,Snowy,70,Sports Event,76,1,5.0,37,0.4734506857257869,0.3134722240069063,37,City Tour,24.0
3750,0.2327534245344373,0.6479019554414766,0.3527560777936753,0.2088806328005402,Family,Budget,7,Cloudy,28,Food Carnival,53,0,4.0,90,0.5382803313502164,0.6074630617537955,54,Food Experience,10.0
3751,0.7967176345268033,0.8330609893100784,0.6376491590976532,0.3897257361128741,Solo,Luxury,2,Cloudy,2,Sports Event,54,0,4.7,58,0.0965217700419885,0.5685479022029429,87,Cultural Museum Visit,10.0
3752,0.6963829389755082,0.9539531779128808,0.9995683987121012,0.5269988766069916,Business,Luxury,6,Cloudy,85,Music Festival,72,0,3.9,87,0.1522236382381103,0.3093753356038609,31,Adventure Trek,36.0
3753,0.6399806981768648,0.2535563516131671,0.2511201625955773,0.9258767219127298,Family,Luxury,8,Cloudy,43,Sports Event,13,0,4.6,10,0.7347736752164913,0.591875314188783,85,Spa Package,15.0
3754,0.5504176599685846,0.816981413747938,0.5252447024090471,0.3348431292910291,Business,Luxury,8,Cloudy,71,Cultural Fair,44,0,4.2,50,0.5826189456202885,0.0556516701624056,72,Indoor Wellness Retreat,38.0
3755,0.869445427643083,0.9583836578072206,0.4609806251870756,0.0210432740199011,Business,Luxury,9,Snowy,93,Cultural Fair,58,1,4.4,45,0.7048571203890014,0.4142029943949564,70,Spa Package,13.0
3756,0.8474389519180786,0.6575109080842693,0.7675149492533431,0.7340183292294803,Couple,Mid-range,7,Rainy,82,Cultural Fair,79,1,4.3,33,0.3580310385148072,0.0832119790992897,70,City Tour,18.0
3757,0.5134501320636055,0.1578226919311892,0.0252825621406105,0.2332437513651813,Solo,Budget,8,Cloudy,46,Wellness Expo,17,0,4.1,50,0.5401990588487858,0.8452692564522993,77,Spa Package,34.0
3758,0.4241399090326778,0.4166131693301932,0.5941991807699907,0.2747282356041964,Couple,Budget,5,Sunny,70,Food Carnival,53,0,4.5,18,0.916991120707478,0.0984426106316951,49,Adventure Trek,18.0
3759,0.3000078006079218,0.7614312540098012,0.773273245153975,0.0231841589726664,Business,Luxury,4,Rainy,67,Cultural Fair,25,1,4.6,20,0.1305934740732552,0.1126167982650541,96,City Tour,15.0
3760,0.3908238832100542,0.3870328889902433,0.2866857437565274,0.0327133602192912,Couple,Budget,14,Snowy,7,Food Carnival,79,1,3.7,57,0.6820205106500183,0.4276949161304505,95,City Tour,29.0
3761,0.4293056482625145,0.5267199070939624,0.8665519117582844,0.5019661948830377,Business,Mid-range,3,Rainy,5,Music Festival,79,0,4.0,95,0.927608699688102,0.884524470569082,64,Adventure Trek,15.0
3762,0.8473303369325889,0.9218025410020104,0.1137144331966673,0.5016342547473903,Solo,Mid-range,3,Snowy,12,Food Carnival,25,1,4.4,24,0.4233775450198624,0.9545882729039756,8,Adventure Trek,28.0
3763,0.4687368120474503,0.9114143466341238,0.4973193009194585,0.2175794207965916,Family,Mid-range,4,Snowy,71,Food Carnival,78,1,3.7,7,0.2788492385781228,0.2607266657551005,55,Adventure Trek,10.0
3764,0.1102563979480142,0.180474061832897,0.7105684744450486,0.5064917437258181,Family,Budget,7,Cloudy,48,Cultural Fair,23,1,4.0,41,0.2080228313706942,0.0340908182369448,81,City Tour,28.0
3765,0.1701359625815489,0.3674173424899238,0.3863776137763888,0.209364926661724,Family,Budget,11,Sunny,46,Food Carnival,89,1,4.1,12,0.9352182239372951,0.2698700130124853,16,Indoor Wellness Retreat,33.0
3766,0.8160340490020549,0.0146683032237354,0.9235389280159146,0.6890262977304353,Couple,Luxury,8,Snowy,6,Wellness Expo,67,1,4.6,22,0.3650764702649317,0.0989138643778027,91,Food Experience,22.0
3767,0.5852520634881814,0.2364703611050599,0.8977440522549562,0.5402262857334434,Solo,Budget,4,Snowy,37,Sports Event,46,1,4.0,35,0.548740613825128,0.7457773335208703,30,Adventure Trek,15.0
3768,0.6983664180568798,0.4781403039396583,0.1389154970195991,0.6479513208057288,Solo,Luxury,8,Cloudy,35,Wellness Expo,8,1,3.6,43,0.6224801607325586,0.5253464701131854,46,Spa Package,35.0
3769,0.1003960455739096,0.9121121217466728,0.0123516626395332,0.66289018125343,Business,Budget,7,Snowy,49,Music Festival,1,0,4.9,10,0.1831892765568233,0.9132504753659128,98,Spa Package,34.0
3770,0.4183076469682829,0.1739984742622142,0.3625115192647904,0.4141108821897223,Couple,Mid-range,6,Rainy,77,Wellness Expo,98,0,4.2,26,0.4788683236103502,0.3035801487084769,17,Spa Package,28.0
3771,0.8966546335756017,0.8136877439549939,0.8316686446877852,0.1331616703202259,Business,Mid-range,2,Cloudy,71,Music Festival,32,0,4.1,60,0.8035734849581417,0.5222443185325255,54,Food Experience,30.0
3772,0.065995309448809,0.2806906385374017,0.2850277630652782,0.1440965588433674,Solo,Mid-range,2,Rainy,16,Music Festival,3,0,4.7,26,0.2506086388162559,0.5897568598754735,42,City Tour,15.0
3773,0.4749793308337524,0.1079439450739009,0.8094038759390013,0.8111670026224274,Couple,Mid-range,4,Snowy,8,Wellness Expo,77,1,3.7,80,0.1667013579850075,0.2450566799957664,70,Adventure Trek,31.0
3774,0.6823733234937001,0.9282877267515486,0.8248909058468612,0.562224551893206,Business,Mid-range,6,Sunny,84,Music Festival,32,0,4.6,57,0.7648426685155162,0.939593476827456,3,Cultural Museum Visit,34.0
3775,0.5685394794731928,0.8280944761435949,0.9010051970739108,0.9102504702542988,Solo,Mid-range,12,Cloudy,1,Cultural Fair,32,1,4.7,91,0.248563926504735,0.2851843990911806,9,Spa Package,38.0
3776,0.8513874764130379,0.3996725039493282,0.6306260508592721,0.1196885122700107,Business,Luxury,11,Cloudy,30,Sports Event,45,0,4.2,90,0.1711484925621176,0.8647712432698372,12,Cultural Museum Visit,26.0
3777,0.4382635485649964,0.3813290894922686,0.3112430945607187,0.4551339102721707,Couple,Luxury,7,Rainy,53,Sports Event,52,1,3.8,7,0.9386492287954692,0.2858238821330157,1,Spa Package,36.0
3778,0.270631552465764,0.3131747740703418,0.9070803521113172,0.4539035627601552,Solo,Luxury,7,Rainy,9,Food Carnival,61,1,4.3,36,0.5616707118606935,0.0938820650415537,53,Indoor Wellness Retreat,12.0
3779,0.4515233634116745,0.4346561376628511,0.2064984374889381,0.843703459058776,Solo,Luxury,2,Snowy,1,Sports Event,4,0,3.5,85,0.5033480359047751,0.0583987765885116,44,Adventure Trek,39.0
3780,0.1068432505161336,0.1251711427907098,0.3991125172647275,0.9757770887581612,Couple,Budget,5,Cloudy,0,Wellness Expo,85,0,4.8,40,0.3575901595534758,0.7380003308923265,9,Indoor Wellness Retreat,18.0
3781,0.1925333706593714,0.7847910651828177,0.1356713179801392,0.357248781630612,Solo,Luxury,14,Sunny,70,Music Festival,29,0,3.6,26,0.2047592971027148,0.690205513679597,46,Adventure Trek,38.0
3782,0.043117375890483,0.8441066554674702,0.5510774619179727,0.4665256417999526,Business,Budget,9,Cloudy,66,Food Carnival,51,1,4.3,78,0.5067044068298124,0.4569352321012847,15,Cultural Museum Visit,15.0
3783,0.8219637645080241,0.6580054052588084,0.1009156335035582,0.1564346670639606,Family,Luxury,13,Cloudy,53,Sports Event,16,0,4.7,36,0.7151407950320583,0.1434559593200568,57,Spa Package,13.0
3784,0.3733602189266731,0.9817563817088436,0.912039052209354,0.4340670945572807,Couple,Mid-range,12,Cloudy,62,Wellness Expo,92,1,4.8,40,0.103805658278102,0.7197044153385285,48,Indoor Wellness Retreat,33.0
3785,0.6119942341932592,0.0016248984568345,0.6171530865242134,0.94648250590824,Couple,Luxury,4,Cloudy,17,Wellness Expo,8,0,4.6,34,0.4577542610466507,0.7382177200304102,49,Food Experience,39.0
3786,0.0700198259183372,0.4689825888020034,0.3789207129713642,0.2086292910232932,Couple,Luxury,10,Rainy,21,Cultural Fair,41,0,3.6,86,0.9764089339176016,0.1742745987214965,56,Indoor Wellness Retreat,28.0
3787,0.9928330576192208,0.8570851763387131,0.4301008053692932,0.2502288407936174,Couple,Luxury,9,Rainy,68,Food Carnival,92,0,3.7,6,0.8596314498368375,0.1577386831363467,73,Spa Package,26.0
3788,0.8985786135786088,0.6339003377952576,0.7896323391659497,0.2189967319111917,Couple,Luxury,2,Snowy,47,Food Carnival,85,0,4.1,92,0.7320475203696003,0.2620098843984235,13,City Tour,24.0
3789,0.1245736598338193,0.4520096714720207,0.5471519476124207,0.0498558440605242,Family,Budget,14,Rainy,66,Wellness Expo,90,1,4.1,60,0.9179117686201164,0.5496427545308809,78,Spa Package,10.0
3790,0.946124733122606,0.2817521852098025,0.4397033533461435,0.502056563235727,Family,Luxury,1,Sunny,38,Wellness Expo,92,0,3.7,65,0.526819389237882,0.6001258098230328,78,Adventure Trek,21.0
3791,0.6963575032382591,0.9942752398080072,0.7503966405615707,0.8466826084475142,Couple,Budget,14,Sunny,81,Sports Event,47,1,4.8,24,0.0016893829707843,0.115630839926543,9,Indoor Wellness Retreat,26.0
3792,0.4387323474994002,0.9654394246554177,0.6606967631866211,0.8985570088134958,Business,Budget,14,Cloudy,46,Food Carnival,96,0,4.2,60,0.5935437437743186,0.5372479455890402,77,Adventure Trek,17.0
3793,0.8091649126529242,0.9974935162592472,0.2520011208575116,0.8959779919346393,Couple,Mid-range,5,Sunny,77,Cultural Fair,61,0,4.4,30,0.1759157496346266,0.7274261351460997,96,Spa Package,14.0
3794,0.3451278012522158,0.7379231799745254,0.6514330948579765,0.7777004052796002,Couple,Luxury,8,Snowy,12,Cultural Fair,1,1,4.7,33,0.2428188053026824,0.5838622462953019,12,Food Experience,16.0
3795,0.2089325779735898,0.2610251209891886,0.9653603320112334,0.7225638400238622,Family,Luxury,2,Sunny,56,Wellness Expo,12,0,3.7,53,0.1856411898734473,0.4711222885530621,45,City Tour,20.0
3796,0.159981904009296,0.5788150577153756,0.790141984075843,0.8589331385425183,Couple,Luxury,2,Rainy,45,Sports Event,14,1,4.9,92,0.3661663824757005,0.0875838717459996,58,City Tour,39.0
3797,0.1269297138804161,0.818647553123037,0.9726027842382676,0.0648417151635921,Solo,Budget,11,Cloudy,32,Cultural Fair,9,1,4.5,8,0.9504929732418634,0.5775310338462651,59,Cultural Museum Visit,38.0
3798,0.0584515399172063,0.5636553006090564,0.9746392948259864,0.4638171380331848,Solo,Mid-range,9,Snowy,11,Cultural Fair,85,0,5.0,99,0.8821491772234314,0.9775853233156544,95,Indoor Wellness Retreat,16.0
3799,0.5732782263572028,0.91509829791599,0.3387705413318543,0.9501293315440515,Couple,Luxury,1,Rainy,50,Music Festival,97,0,4.3,81,0.1112436474728586,0.4820051142118833,86,Indoor Wellness Retreat,11.0
3800,0.4317207038841326,0.2276420205013043,0.2213850096161389,0.7901904308705124,Family,Budget,14,Rainy,4,Wellness Expo,76,1,4.4,25,0.1821737065746274,0.5865963171480003,81,Food Experience,32.0
3801,0.9903789000351596,0.0888180673113661,0.3170136601037251,0.5432759751760077,Couple,Mid-range,1,Sunny,0,Food Carnival,61,1,4.6,54,0.7303573485855698,0.6469557270244484,0,Cultural Museum Visit,28.0
3802,0.5271522682974773,0.5234218539528337,0.691746423003442,0.6913526517415851,Business,Mid-range,12,Snowy,28,Cultural Fair,15,1,4.3,34,0.2942294296604336,0.1728993283157442,22,Indoor Wellness Retreat,20.0
3803,0.9208633028627186,0.0928946717817756,0.0018947813873136,0.7310953253772675,Couple,Luxury,2,Rainy,50,Food Carnival,95,1,4.2,9,0.0266828162704568,0.1177192614875424,68,Adventure Trek,34.0
3804,0.3110070270493422,0.1322158196077205,0.3671252589305385,0.4053695235357581,Family,Luxury,8,Rainy,89,Wellness Expo,14,0,4.0,57,0.4012013923417636,0.419186120483496,75,Cultural Museum Visit,20.0
3805,0.7758051510753612,0.5891347816413313,0.6003268078610565,0.9920072939458564,Family,Mid-range,3,Sunny,95,Music Festival,86,0,3.5,46,0.4023604295337494,0.4543987848110177,1,Food Experience,30.0
3806,0.0291632039462539,0.032989251027371,0.946902799357404,0.0862761718544355,Couple,Mid-range,6,Sunny,41,Sports Event,58,1,4.2,54,0.6123816935771356,0.2852347540608262,37,Spa Package,24.0
3807,0.2861831358010017,0.2985480549841622,0.017524337499327,0.7138728035430459,Solo,Luxury,13,Sunny,93,Food Carnival,81,1,3.7,3,0.8840033650545794,0.1373704516036312,79,Indoor Wellness Retreat,26.0
3808,0.1688946362047337,0.4661365013405246,0.1590704077516347,0.1223141374190588,Business,Mid-range,13,Snowy,98,Cultural Fair,61,0,4.5,27,0.9713850352072088,0.956071030805822,21,Food Experience,11.0
3809,0.9570463363762574,0.8859357016761106,0.7747519720756083,0.914457415279096,Business,Budget,13,Sunny,58,Food Carnival,81,0,4.2,26,0.3984498484357581,0.1957403901546103,34,Indoor Wellness Retreat,31.0
3810,0.0527336815757617,0.2295006673659944,0.4534339212363552,0.877015629805407,Business,Budget,9,Rainy,92,Sports Event,90,0,3.9,66,0.5478168517036747,0.6817915263739216,63,Cultural Museum Visit,18.0
3811,0.2985167512299737,0.7853224151280801,0.99609097514847,0.9442645500207296,Family,Mid-range,7,Rainy,24,Sports Event,1,0,4.9,30,0.8440448883095484,0.4095672080766499,98,Adventure Trek,28.0
3812,0.372059091246308,0.9978964486450724,0.7609954918102533,0.4953502717972022,Family,Budget,9,Sunny,74,Sports Event,21,0,4.2,14,0.3342277284582473,0.3044524713662709,65,Cultural Museum Visit,20.0
3813,0.5628381979928425,0.0898901606517751,0.874200104085488,0.0427904269954863,Solo,Mid-range,8,Sunny,98,Cultural Fair,93,0,4.5,26,0.8176119221561611,0.1486577643798514,33,City Tour,15.0
3814,0.8728920185341894,0.6863550248484005,0.2369481622737427,0.0487020744102393,Business,Mid-range,14,Sunny,28,Sports Event,57,0,4.2,82,0.931523412707099,0.4363046996176312,31,Cultural Museum Visit,32.0
3815,0.3776037674912311,0.9273925292045048,0.0332724309859494,0.1582966733467422,Family,Luxury,8,Rainy,61,Sports Event,8,1,4.6,6,0.6285771120805108,0.7918404272960108,98,City Tour,11.0
3816,0.9799710621132426,0.2901064024776495,0.2834069151407546,0.550031771373706,Couple,Budget,7,Sunny,61,Cultural Fair,88,1,4.1,95,0.2693117934415758,0.6822323187511239,82,City Tour,20.0
3817,0.9206048367180796,0.6298718247789175,0.2731132740834451,0.0129250619890337,Couple,Luxury,10,Cloudy,91,Sports Event,79,0,5.0,14,0.5268769529079488,0.3517454529697782,36,Spa Package,11.0
3818,0.8587056322977604,0.7464897079868189,0.3829738711398568,0.9887254860160808,Family,Mid-range,14,Rainy,56,Cultural Fair,11,0,3.8,17,0.5771664950581796,0.5598704556320444,74,Cultural Museum Visit,39.0
3819,0.436377497057365,0.1559320112532956,0.72176479303737,0.6911564183292846,Couple,Budget,5,Cloudy,31,Wellness Expo,28,0,3.9,10,0.5586693946009171,0.5904787070135493,21,City Tour,32.0
3820,0.5592104679056432,0.3028884569015422,0.3253317548566909,0.8767693079685878,Family,Budget,4,Sunny,45,Wellness Expo,29,0,5.0,81,0.8283683515243195,0.8201124178343224,78,City Tour,27.0
3821,0.8855345464366998,0.6132449479749889,0.5609322218436822,0.1313952301058295,Business,Luxury,2,Cloudy,23,Wellness Expo,41,1,3.6,25,0.3620384893848131,0.5637170949516257,29,Food Experience,32.0
3822,0.69817691436655,0.6601073828099223,0.2213912608105072,0.7441378364708454,Family,Luxury,1,Rainy,24,Music Festival,98,0,5.0,45,0.2488365424950556,0.4491799994693959,83,Spa Package,34.0
3823,0.9079349236397978,0.0013000981483898,0.9134737625210646,0.9601212999964152,Family,Luxury,5,Snowy,32,Cultural Fair,18,1,4.0,40,0.0059862547078999,0.308304249029412,98,Spa Package,32.0
3824,0.708482827194602,0.9152803601105808,0.3943503914769694,0.7194547666385991,Couple,Mid-range,14,Snowy,2,Music Festival,17,1,3.8,29,0.2759017131562143,0.8943448560122764,65,Spa Package,31.0
3825,0.8983924137833402,0.7337437804202483,0.9325873573740256,0.7946236667034507,Couple,Luxury,9,Sunny,40,Wellness Expo,76,0,3.7,14,0.1700563536956013,0.6646911085870019,14,Adventure Trek,25.0
3826,0.2216322087677076,0.2014033265239193,0.4643784728856269,0.170125081170226,Solo,Budget,12,Sunny,13,Sports Event,51,1,3.9,98,0.68400652571964,0.396191848890931,40,Adventure Trek,13.0
3827,0.2191117485418017,0.686084428342364,0.7122720831570634,0.0853036168487306,Family,Mid-range,7,Rainy,68,Music Festival,96,1,4.9,40,0.1903337977830396,0.0185189664622269,90,City Tour,13.0
3828,0.7018786307401361,0.7488473115969438,0.905325565786224,0.6317373388349055,Business,Budget,9,Cloudy,33,Food Carnival,24,0,4.8,47,0.7984972158405473,0.5189292892451287,6,Indoor Wellness Retreat,11.0
3829,0.2722924327083915,0.4455174314590485,0.3953783868149166,0.3686466950270423,Family,Budget,2,Sunny,88,Food Carnival,99,1,4.4,3,0.9408972816962504,0.1479950735827097,22,Indoor Wellness Retreat,36.0
3830,0.8958349490536444,0.2573251784449423,0.3915921506937366,0.0049461394962634,Solo,Budget,11,Sunny,83,Cultural Fair,23,1,4.7,19,0.7981556724945001,0.0161452328438233,21,Adventure Trek,33.0
3831,0.283252076452126,0.1235297648418018,0.3003435186961568,0.6022060133513768,Business,Budget,3,Snowy,69,Wellness Expo,31,0,4.6,30,0.2525710860626509,0.5306247501246484,31,Spa Package,15.0
3832,0.3268650182099408,0.9194403351129772,0.3833095185715912,0.0063109910811666,Couple,Luxury,7,Cloudy,96,Wellness Expo,49,1,4.7,37,0.4040458181035353,0.3240481042256694,78,City Tour,14.0
