guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
3827,0.2191117485418017,0.686084428342364,0.7122720831570634,0.08530361684873067,Family,Mid-range,7,Rainy,,68,Music Festival,96,1,4.9,40,0.1903337977830396,0.01851896646222695,90,City Tour,13.0
3828,0.7018786307401361,0.7488473115969438,0.905325565786224,0.6317373388349055,Business,Budget,9,Cloudy,,33,Food Carnival,24,0,4.8,47,0.7984972158405473,0.5189292892451287,6,Indoor Wellness Retreat,11.0
3829,0.27229243270839154,0.44551743145904854,0.39537838681491666,0.3686466950270423,Family,Budget,2,Sunny,,88,Food Carnival,99,1,4.4,3,0.9408972816962503,0.1479950735827097,22,Indoor Wellness Retreat,36.0
3830,0.8958349490536444,0.2573251784449423,0.39159215069373665,0.004946139496263435,Solo,Budget,11,Sunny,,83,Cultural Fair,23,1,4.7,19,0.7981556724945001,0.0161452328438233,21,Adventure Trek,33.0
3831,0.283252076452126,0.12352976484180189,0.30034351869615683,0.6022060133513768,Business,Budget,3,Snowy,,69,Wellness Expo,31,0,4.6,30,0.2525710860626509,0.5306247501246484,31,Spa Package,15.0
3832,0.32686501820994085,0.9194403351129772,0.38330951857159123,0.006310991081166617,Couple,Luxury,7,Cloudy,,96,Wellness Expo,49,1,4.7,37,0.40404581810353535,0.32404810422566943,78,City Tour,14.0
3833,0.1412988670425651,0.16979842370988818,0.7225950509422889,0.36053313079725413,Family,Mid-range,9,Sunny,,62,Food Carnival,11,0,4.1,6,0.645396668563763,0.5411470833954964,11,City Tour,18.0
3834,0.2078681866898795,0.12456557187308837,0.7798833779134459,0.035039858744455255,Couple,Budget,2,Sunny,,93,Cultural Fair,75,1,3.9,82,0.6238185028077631,0.1941815043437587,89,Spa Package,23.0
3835,0.2647106706341953,0.25399768176001614,0.8103372976393498,0.9391126766613785,Family,Luxury,2,Sunny,,93,Sports Event,7,1,3.8,71,0.5152302551482486,0.1592482998133672,32,Spa Package,19.0
3836,0.3332007884010785,0.41233314118690667,0.503799313116754,0.4620099959992775,Family,Luxury,14,Sunny,,53,Wellness Expo,95,1,4.4,25,0.37127230725117244,0.029432881294587543,80,Adventure Trek,19.0
3837,0.48384346242161624,0.6928621205959659,0.4985225656390211,0.3856534685953056,Solo,Luxury,6,Sunny,,38,Music Festival,41,0,3.6,88,0.2269311210863989,0.683455828363728,6,Cultural Museum Visit,39.0
3838,0.5912026305144361,0.8218282444128456,0.9414059652906204,0.017595678517207003,Family,Luxury,4,Snowy,,19,Food Carnival,35,1,4.9,14,0.6343310581522034,0.48324999378643907,6,Spa Package,26.0
3839,0.8902060023411266,0.40818937689673596,0.4435943878442714,0.7732599971594323,Business,Luxury,12,Sunny,,98,Food Carnival,11,1,3.6,39,0.06362964942903637,0.42161632317947906,62,Spa Package,24.0
3840,0.4545396187865375,0.8125735677620236,0.6776415543183052,0.6420161198551904,Family,Mid-range,7,Cloudy,,60,Sports Event,70,1,4.9,32,0.0634250096379485,0.9571089720179089,11,Adventure Trek,39.0
3841,0.07316464451033966,0.3013494360525454,0.20944994350668378,0.98394315156342,Solo,Mid-range,11,Cloudy,,96,Cultural Fair,93,0,3.7,53,0.727389964281411,0.3276305412717152,78,Food Experience,11.0
3842,0.9097630414129707,0.0050176078297975435,0.19069468565185899,0.15910048668947618,Family,Budget,6,Cloudy,,38,Food Carnival,68,0,3.7,69,0.8278051420454193,0.3912127569998969,32,Food Experience,26.0
3843,0.786802915122576,0.6463730958328189,0.23809123060020365,0.9861557312496,Family,Budget,11,Snowy,,17,Wellness Expo,23,1,4.3,99,0.7712589910502217,0.23872246311319534,81,Spa Package,29.0
3844,0.1396360092480633,0.8713937081957888,0.7124587666038193,0.6530173692239506,Family,Mid-range,10,Rainy,,87,Cultural Fair,4,1,4.9,49,0.5013739113131759,0.7310181166920999,99,Adventure Trek,32.0
3845,0.7631380249761088,0.34748418874112186,0.9017008952506937,0.6718330409455141,Solo,Mid-range,6,Rainy,,27,Food Carnival,48,1,4.2,84,0.2019328139477895,0.9697026295404901,8,Spa Package,33.0
3846,0.920768805869948,0.4522074163270735,0.669030063217109,0.37808378596432834,Family,Budget,8,Cloudy,,40,Music Festival,99,0,3.7,22,0.7456040114151322,0.9706609522055262,75,Indoor Wellness Retreat,26.0
3847,0.13651549386957795,0.9984032919744841,0.9300184912029049,0.506526850537166,Solo,Mid-range,8,Cloudy,,98,Sports Event,13,0,4.2,41,0.04112863168748504,0.21792968502866794,74,Cultural Museum Visit,25.0
3848,0.4516185210222976,0.2081297522317368,0.3683491490443036,0.9433831068336963,Couple,Mid-range,6,Rainy,,30,Cultural Fair,9,1,4.2,56,0.7103557921375017,0.3476888812253227,39,Spa Package,12.0
3849,0.2883731975115523,0.19755215608672905,0.061412773879471416,0.11065297700533872,Solo,Mid-range,11,Snowy,,55,Sports Event,73,1,4.3,94,0.6807993527998294,0.5671550338820454,82,Food Experience,19.0
3850,0.8423138668094281,0.9372198365604768,0.2515764480125442,0.9642857662014312,Couple,Budget,14,Snowy,,62,Sports Event,97,0,4.0,2,0.857813709637456,0.869543584797824,50,City Tour,18.0
3851,0.6358906847793886,0.22086913683802156,0.5154887451034024,0.7682040474447434,Couple,Mid-range,12,Snowy,,56,Wellness Expo,92,0,4.8,38,0.8932685693552984,0.8267713479855471,66,City Tour,26.0
3852,0.5519559228295502,0.6671046757061313,0.5141689539404813,0.6807191480599821,Solo,Mid-range,11,Rainy,,53,Wellness Expo,47,0,3.6,61,0.3533653313776556,0.4617158238220207,80,Adventure Trek,30.0
3853,0.012470655792335417,0.7690556453519605,0.013885660318938786,0.25855542107192153,Solo,Mid-range,1,Snowy,,67,Cultural Fair,63,0,4.1,74,0.8001822037979482,0.9265857762689035,91,Cultural Museum Visit,34.0
3854,0.7517916395235155,0.7013118011668046,0.8073584118686569,0.08069758884892375,Business,Budget,7,Sunny,,29,Wellness Expo,96,1,5.0,41,0.8729947668007687,0.7753073579770724,31,City Tour,39.0
3855,0.13428224330980765,0.7835657684255022,0.6292717329207131,0.3877404199770149,Solo,Mid-range,4,Rainy,,77,Food Carnival,5,0,4.3,92,0.31193076289223054,0.736747599274194,19,Indoor Wellness Retreat,14.0
3856,0.25177680457309526,0.7170447881855974,0.11880157436377758,0.320720804976366,Family,Budget,1,Snowy,,50,Sports Event,97,0,4.9,53,0.27763015376756817,0.4552064835147335,34,Cultural Museum Visit,29.0
3857,0.06628786854383639,0.5814849158381342,0.5941924533733393,0.06823233480971047,Family,Luxury,1,Snowy,,16,Cultural Fair,90,0,4.7,62,0.19801939307847816,0.20217768814229797,22,Cultural Museum Visit,23.0
3858,0.010420896310222583,0.49113928081148384,0.31557958642370765,0.8889488950355194,Business,Budget,1,Cloudy,,99,Food Carnival,96,1,4.0,14,0.33592901942379105,0.44207252781586504,16,Cultural Museum Visit,33.0
3859,0.7945389967067201,0.362873378079304,0.12261402749515116,0.6046718225397767,Business,Luxury,1,Snowy,,40,Music Festival,4,0,4.3,24,0.5276821725045568,0.06591470669147093,37,Indoor Wellness Retreat,29.0
3860,0.200583000995472,0.15283343980940045,0.612282752224086,0.944863145434113,Business,Luxury,5,Snowy,,50,Cultural Fair,4,1,4.9,56,0.5836961398570251,0.22492996263136944,85,Cultural Museum Visit,31.0
3861,0.7512550290374475,0.15596770936978333,0.07843973422042017,0.7994800244265843,Family,Budget,14,Sunny,,79,Cultural Fair,55,0,4.9,56,0.68454887892547,0.5530246823851234,76,Spa Package,39.0
3862,0.6531733514627375,0.5052165550915146,0.38618934245659486,0.8047208171959999,Business,Mid-range,3,Rainy,,82,Music Festival,35,0,4.3,75,0.3789360588328472,0.6376913742492999,8,Spa Package,37.0
3863,0.5381468387250621,0.9166165580109803,0.9728528346373363,0.9541305436611576,Business,Mid-range,1,Sunny,,33,Music Festival,36,0,4.8,39,0.23373104018624757,0.39773892589196713,22,Indoor Wellness Retreat,30.0
3864,0.9424848973140723,0.46632209474416586,0.14504813001317995,0.6925546744118627,Business,Budget,7,Rainy,,77,Food Carnival,46,1,3.7,23,0.9621344189572454,0.15071746663463548,3,Indoor Wellness Retreat,22.0
3865,0.7496834811657832,0.061030765541513654,0.014246190231266942,0.5559310983110713,Solo,Mid-range,8,Rainy,,76,Sports Event,39,0,4.9,12,0.5917357492043916,0.6212658302421266,2,Adventure Trek,27.0
3866,0.8077568402817201,0.48062475045380015,0.16014400925714967,0.9336394991473727,Business,Luxury,3,Sunny,,62,Music Festival,60,0,4.1,48,0.013965968421317143,0.4201088869569838,19,City Tour,13.0
3867,0.7924695289014866,0.45030790693311873,0.08144013831192676,0.14866271993847713,Couple,Budget,3,Snowy,,42,Cultural Fair,25,0,4.5,65,0.5376529513500058,0.285296303586447,96,Indoor Wellness Retreat,11.0
3868,0.7325214062360927,0.15361045786636673,0.33704280531403796,0.588258655023729,Family,Luxury,13,Sunny,,31,Music Festival,5,0,3.8,22,0.1382314263867529,0.05558098974640835,4,Indoor Wellness Retreat,36.0
3869,0.7249068662674713,0.7422739882378196,0.8814684903565282,0.01031991736353377,Family,Mid-range,5,Sunny,,60,Sports Event,70,0,4.5,86,0.2981210678402051,0.8431002649069755,16,Indoor Wellness Retreat,38.0
3870,0.06226476941424175,0.3755627247292642,0.26966871379817114,0.33692723593987306,Business,Luxury,6,Rainy,,36,Food Carnival,65,1,4.0,75,0.2809978983966639,0.9515257036741902,16,Indoor Wellness Retreat,24.0
3871,0.5711173394530012,0.2587588591612032,0.3618790466345535,0.643918329070838,Family,Luxury,10,Snowy,,77,Wellness Expo,79,1,3.7,41,0.07794305118411227,0.7504928487974477,36,City Tour,34.0
3872,0.0006441287280564145,0.9084042835265106,0.049999960640781715,0.3036100554396085,Couple,Mid-range,3,Sunny,,45,Music Festival,66,1,3.8,87,0.37490931952647866,0.6247885232253316,86,Spa Package,28.0
3873,0.8854221492857591,0.34761661919436326,0.6951566166226076,0.09388469193497395,Solo,Luxury,6,Cloudy,,2,Sports Event,10,1,4.8,72,0.39275750900396134,0.5152699045128261,44,City Tour,24.0
3874,0.26578128326338957,0.04001162837503769,0.12960654408966144,0.354360181252495,Solo,Mid-range,10,Rainy,,86,Wellness Expo,40,1,3.8,78,0.002006094856079388,0.8956323251385553,79,Cultural Museum Visit,19.0
3875,0.5077773343433782,0.5434562373182905,0.208550751476699,0.6938994269366483,Couple,Budget,14,Snowy,,41,Wellness Expo,18,1,3.6,11,0.12093641032434199,0.8647083461907167,47,Indoor Wellness Retreat,11.0
3876,0.1432799009845499,0.562508300268976,0.9750150980161042,0.9310024711590613,Family,Budget,5,Rainy,,23,Wellness Expo,49,0,4.1,70,0.14463491835732412,0.31011490480495973,21,Cultural Museum Visit,20.0
3877,0.5552280431994867,0.7129556018343611,0.09184828646994758,0.9487821069229092,Couple,Mid-range,7,Snowy,,53,Sports Event,38,0,4.7,57,0.8039640568250865,0.8787864722776748,78,Adventure Trek,16.0
3878,0.05900100232662597,0.35418248728761237,0.34218421380044917,0.7631047577389597,Solo,Budget,4,Sunny,,68,Sports Event,34,1,4.6,65,0.8976531157449942,0.5824434755805831,96,Adventure Trek,29.0
3879,0.11249081922756832,0.1599112272176627,0.67193423061697,0.7295925517600584,Business,Mid-range,6,Rainy,,57,Music Festival,76,1,3.8,33,0.42024403782486175,0.028227712718438602,22,Cultural Museum Visit,13.0
3880,0.44644442963505926,0.8386998375529034,0.03438778916051355,0.779995027243477,Family,Mid-range,1,Cloudy,,36,Wellness Expo,58,0,4.6,99,0.8521739497319913,0.8171451690006261,70,Adventure Trek,35.0
3881,0.019181267203985386,0.19243125960751428,0.3940540879566651,0.2616293690350061,Business,Budget,7,Cloudy,,11,Food Carnival,53,0,3.5,29,0.5058816876956982,0.598839114179145,71,City Tour,23.0
3882,0.29686128839164727,0.2719561143163879,0.35330569128485445,0.3556864685007286,Family,Luxury,6,Rainy,,64,Wellness Expo,44,0,4.9,28,0.5855581256527737,0.12628569438972237,17,Indoor Wellness Retreat,20.0
3883,0.9185815197444971,0.899982225642052,0.13049242774197722,0.4887984243665914,Family,Budget,5,Sunny,,67,Music Festival,57,1,4.7,17,0.9783056735822215,0.7170495916602749,48,Spa Package,38.0
3884,0.9925870521822228,0.055353396947165234,0.600893980735903,0.13439626283516026,Business,Budget,13,Snowy,,43,Sports Event,34,0,4.5,18,0.8996750933020269,0.08212648422216251,39,Food Experience,26.0
3885,0.02257282098615132,0.033575364540956554,0.21332280328631004,0.09393159380415872,Couple,Luxury,1,Cloudy,,26,Food Carnival,17,0,3.9,62,0.19957292757457223,0.8720750140729538,81,Indoor Wellness Retreat,14.0
3886,0.20186729720899987,0.45599154800395414,0.029057183188834212,0.45852909901460437,Business,Mid-range,13,Snowy,,25,Cultural Fair,38,1,3.7,93,0.2039435445842137,0.7965088902386409,2,Indoor Wellness Retreat,25.0
3887,0.7469753203600581,0.9557104315775702,0.9973791865634346,0.02825333439702138,Couple,Mid-range,12,Cloudy,,54,Food Carnival,81,1,4.2,84,0.6142606474293367,0.47627907173478334,10,Adventure Trek,22.0
3888,0.41187774994901294,0.17039471609795143,0.6383431563952798,0.26683703942772763,Couple,Budget,11,Cloudy,,3,Cultural Fair,62,1,4.3,21,0.6066728053644083,0.7917123447667435,8,Spa Package,32.0
3889,0.0015464503520584705,0.37757005155854095,0.8565159123559832,0.30984826425127965,Business,Luxury,7,Sunny,,53,Music Festival,27,0,4.6,40,0.3732496000577511,0.3590091996133077,35,Indoor Wellness Retreat,14.0
3890,0.4253901077903267,0.058091178555089384,0.41547602812220186,0.25644796205606646,Couple,Budget,10,Rainy,,80,Sports Event,67,1,3.6,42,0.24577592707314866,0.2586497113447699,83,Adventure Trek,20.0
3891,0.21494760823548864,0.8047671613493834,0.16552914584032585,0.3669138486711274,Business,Budget,6,Sunny,,43,Wellness Expo,62,0,3.7,91,0.7590009506528065,0.6443369167746656,58,Indoor Wellness Retreat,18.0
3892,0.6285544012675747,0.7653675112378329,0.6467922967138202,0.735963957941618,Family,Luxury,2,Cloudy,,53,Cultural Fair,27,0,4.5,58,0.024648974903693888,0.9351886598825956,21,Cultural Museum Visit,14.0
3893,0.4941625528516371,0.7520819088944658,0.15840378361936236,0.2875600146589008,Solo,Budget,14,Sunny,,27,Cultural Fair,13,1,4.0,77,0.16786488736382799,0.7572593937230062,64,Food Experience,16.0
3894,0.7567047252183682,0.7225137154496937,0.5162563188945932,0.5049765306146923,Business,Mid-range,10,Snowy,,15,Wellness Expo,62,1,4.7,47,0.5658334887126131,0.6113967591657755,80,Adventure Trek,25.0
3895,0.5948269117278887,0.7734305654161779,0.5873802268309257,0.5772309440806719,Business,Luxury,12,Rainy,,3,Sports Event,23,1,3.9,47,0.2089074016751391,0.1329068370918115,96,Adventure Trek,39.0
3896,0.38914857456384777,0.18001231095605752,0.5727292324137399,0.932132158103802,Couple,Budget,2,Rainy,,82,Music Festival,6,1,4.4,39,0.4741320379158379,0.7780591912053191,94,Spa Package,36.0
3897,0.013386620592443221,0.1734348207637546,0.14017794575558018,0.35917535693103486,Solo,Mid-range,2,Rainy,,27,Food Carnival,98,1,3.6,62,0.1956393422939665,0.3725561544314845,5,Spa Package,26.0
3898,0.23436615616401124,0.6778747718052954,0.37876165166513565,0.2922955503853939,Family,Budget,13,Sunny,,31,Cultural Fair,73,1,5.0,66,0.9632637367293376,0.6470968517127366,92,Indoor Wellness Retreat,26.0
3899,0.8507917776879277,0.32601128300651006,0.5089760733631892,0.40626049335507053,Business,Budget,13,Cloudy,,74,Wellness Expo,53,1,3.9,70,0.35858398719211804,0.5582932593489897,15,Food Experience,20.0
3900,0.31775305428012834,0.9866787136282762,0.44824903607904365,0.4224447597298745,Couple,Mid-range,6,Cloudy,,19,Food Carnival,92,1,4.9,6,0.5312598700840644,0.6109733519004619,6,Spa Package,35.0
3901,0.4643259279459938,0.16074583809071308,0.03272664158794092,0.8953226186742895,Couple,Budget,10,Rainy,,30,Cultural Fair,38,1,4.0,45,0.35782252233711076,0.18557280625822303,4,City Tour,26.0
3902,0.8611886611401088,0.28121262094816346,0.9321232073152738,0.20062496395116447,Couple,Budget,5,Sunny,,21,Cultural Fair,7,0,4.3,79,0.7709202934418622,0.976027825458313,70,Cultural Museum Visit,37.0
3903,0.7457262173203769,0.8888359669358834,0.5795396720161083,0.7295798353288041,Business,Luxury,12,Rainy,,91,Food Carnival,70,1,3.6,28,0.3563289710101618,0.9895974802608014,18,Spa Package,23.0
3904,0.9795307537495003,0.9576170183076265,0.6407148036174471,0.8418869610447534,Business,Budget,13,Cloudy,,34,Sports Event,81,0,4.6,60,0.24842612355157978,0.5981515340854274,48,City Tour,28.0
3905,0.613136303926007,0.905272556734737,0.4347193709614652,0.390432253490686,Family,Budget,10,Rainy,,96,Wellness Expo,26,0,3.8,87,0.9855325783830914,0.402057934145864,18,Spa Package,39.0
3906,0.7820930784634872,0.45292594557912236,0.41213849754494536,0.1506280659697593,Solo,Budget,2,Sunny,,86,Wellness Expo,74,0,3.5,80,0.31346774973835334,0.40134550958131054,89,Food Experience,32.0
3907,0.13467000572047128,0.230583065168797,0.028709574889424494,0.8887629307820512,Business,Mid-range,12,Cloudy,,95,Cultural Fair,17,1,3.8,54,0.2545430717677586,0.9281412148944974,88,Food Experience,16.0
3908,0.8184678921178137,0.3796911943547252,0.5777878113233104,0.1472086508801813,Family,Luxury,14,Rainy,,83,Music Festival,35,0,4.3,78,0.1307663551542756,0.8800218305321816,25,Spa Package,34.0
3909,0.052197035177478646,0.5038272842244874,0.8737465341760455,0.10319158119428096,Couple,Mid-range,2,Sunny,,70,Cultural Fair,97,1,4.0,24,0.5583555821857049,0.639974316177701,35,Food Experience,12.0
3910,0.2529426180124348,0.7663136701923094,0.7746952268179373,0.2550070229776542,Couple,Budget,2,Sunny,,94,Cultural Fair,83,0,3.5,16,0.11664021605565522,0.3657628316966587,90,Cultural Museum Visit,19.0
3911,0.21587502244497014,0.9926798863668583,0.7940905905892867,0.03237039120086771,Business,Luxury,12,Rainy,,32,Food Carnival,77,0,3.7,9,0.7116902340064709,0.05127800187570264,52,Food Experience,27.0
3912,0.7110531722761908,0.056279672416368554,0.22252974800280534,0.03401981983468427,Couple,Luxury,1,Snowy,,12,Wellness Expo,16,0,4.9,68,0.29781781557351794,0.976510827765278,98,Adventure Trek,36.0
3913,0.1918317235387168,0.6975049946376355,0.047814561956251,0.3020276772435917,Business,Budget,10,Sunny,,58,Cultural Fair,44,1,3.9,20,0.8717756202610346,0.18777678377482077,45,Cultural Museum Visit,25.0
3914,0.9645163834234676,0.25633178959379277,0.7717718342426297,0.6472401155021592,Solo,Mid-range,3,Snowy,,67,Food Carnival,82,0,4.9,71,0.5079049046674907,0.19243821543214834,21,Cultural Museum Visit,30.0
3915,0.4456675387212392,0.9068722050503111,0.9627900233578134,0.13450732384483377,Family,Mid-range,2,Snowy,,13,Music Festival,87,0,4.9,43,0.00851672685937277,0.16732071839267892,45,Adventure Trek,37.0
3916,0.7102876108461715,0.28955979316385927,0.931074662790548,0.805908279832756,Couple,Budget,6,Snowy,,56,Sports Event,84,0,4.2,80,0.4475543698996366,0.8791587070680433,64,Indoor Wellness Retreat,27.0
3917,0.9591154647353994,0.6158671120833725,0.06848372485229581,0.04576766589131065,Family,Budget,2,Rainy,,83,Music Festival,30,1,4.3,11,0.4211138282432435,0.9863094229019991,65,Adventure Trek,28.0
3918,0.7240646296456591,0.962681646345496,0.9660984537703037,0.2412540532044799,Couple,Mid-range,9,Rainy,,71,Music Festival,44,0,4.7,72,0.6970256290464688,0.9793372115874864,90,City Tour,27.0
3919,0.6553995544754513,0.7259173003231715,0.12385257115921888,0.5525377176841196,Business,Budget,6,Cloudy,,33,Music Festival,49,1,5.0,87,0.1996297983131058,0.05999295521649395,62,City Tour,10.0
3920,0.009415505918382472,0.8717990420876983,0.5359029360031358,0.9957702971224518,Couple,Mid-range,4,Cloudy,,17,Cultural Fair,17,0,4.8,81,0.6409893925244242,0.49252079607280397,26,City Tour,36.0
3921,0.3684035907888831,0.03058572744604371,0.2402763233729759,0.45472711345021133,Solo,Luxury,7,Sunny,,26,Sports Event,52,0,4.0,32,0.08754844690202701,0.25602206318976983,82,Spa Package,13.0
3922,0.7641969312856993,0.943044302090781,0.9391919854314046,0.7609450966220384,Couple,Luxury,4,Cloudy,,95,Food Carnival,10,0,3.8,60,0.7868389527407896,0.0211680267045955,25,Spa Package,19.0
3923,0.866014674097643,0.2942229475145337,0.4502857923106427,0.05765016686680313,Business,Luxury,6,Cloudy,,82,Sports Event,70,1,4.9,37,0.897028070926145,0.5948523791721343,43,City Tour,10.0
3924,0.05826395964778275,0.7119295844179443,0.735552598276724,0.48455215820663045,Couple,Budget,6,Cloudy,,63,Music Festival,15,1,4.1,35,0.9410195807190812,0.35859766442308916,25,Indoor Wellness Retreat,27.0
3925,0.48058555693368654,0.7036375508299072,0.29493476228144033,0.8806487168957704,Business,Budget,3,Rainy,,97,Sports Event,95,0,4.5,21,0.5088188064120694,0.4421088782911421,30,Cultural Museum Visit,33.0
3926,0.0758786753737265,0.47478798971741876,0.9287684413220634,0.4240869340106298,Couple,Budget,11,Sunny,,40,Sports Event,13,1,4.8,90,0.20585185301049036,0.3646449819569644,79,Food Experience,32.0
3927,0.7678923155984331,0.8928263280523753,0.8504217455646534,0.7212371688298994,Solo,Luxury,8,Cloudy,,22,Cultural Fair,73,0,4.4,15,0.08345646638945747,0.2959278788258637,11,Indoor Wellness Retreat,36.0
3928,0.7167396637966403,0.0907195178221657,0.26041655172897027,0.7516191673418343,Business,Budget,12,Snowy,,23,Food Carnival,14,1,3.5,47,0.8023878708942886,0.8682405430083059,84,Spa Package,17.0
3929,0.9803415855051073,0.3689315943452601,0.3242583275761116,0.992181678445652,Business,Mid-range,14,Cloudy,,47,Food Carnival,60,0,4.4,7,0.4978088600693329,0.3384596141035481,67,Food Experience,25.0
3930,0.762115673862866,0.05545841714136601,0.8800841018963715,0.17709463942600312,Solo,Budget,9,Rainy,,17,Cultural Fair,65,0,4.8,82,0.14781261434804605,0.723694499075879,46,Indoor Wellness Retreat,36.0
3931,0.6783203447862853,0.0034050932684388524,0.019800855256016936,0.655978481727651,Family,Budget,6,Snowy,,70,Sports Event,7,0,4.9,31,0.8876734666656058,0.17756563272660852,84,Cultural Museum Visit,26.0
3932,0.3689494644436767,0.06042189533921416,0.531631888778611,0.34143856831126473,Couple,Luxury,5,Snowy,,78,Food Carnival,89,0,3.7,3,0.992766301461876,0.12883513724392637,50,Indoor Wellness Retreat,15.0
3933,0.0066139826449972405,0.3144255524401015,0.08246622827378225,0.5600150017990252,Couple,Luxury,11,Sunny,,63,Sports Event,0,0,4.7,14,0.4739327013741561,0.5713167513131002,43,Food Experience,35.0
3934,0.9015336717372665,0.13852604828387427,0.8553520304756754,0.40154443497159387,Business,Mid-range,2,Rainy,,61,Sports Event,16,0,4.1,38,0.9566649211851178,0.019587149152420325,49,Cultural Museum Visit,14.0
3935,0.35748900926614824,0.33210508046017895,0.628971654133858,0.14625082837607972,Couple,Mid-range,9,Cloudy,,99,Food Carnival,15,0,4.2,3,0.15769767765940157,0.2295943778970988,63,City Tour,37.0
3936,0.28367671342205414,0.32336967502137737,0.08670261919144528,0.9745685996411458,Couple,Budget,10,Sunny,,1,Food Carnival,73,0,3.5,53,0.1284802548266316,0.2965790697612717,69,Cultural Museum Visit,16.0
3937,0.2921119321537481,0.4345270572266885,0.6545983333582074,0.25549832494197144,Family,Budget,14,Rainy,,25,Cultural Fair,10,0,4.1,99,0.9461771643371584,0.8338865295072063,85,City Tour,20.0
3938,0.015892367603468793,0.5914131212837896,0.7084569224408843,0.649735251002592,Family,Budget,13,Cloudy,,16,Wellness Expo,40,1,3.5,70,0.7968377626145269,0.8200439784915053,76,Spa Package,25.0
3939,0.6806650617041984,0.6075426677174269,0.2668893789315767,0.7403315924586615,Solo,Luxury,13,Snowy,,5,Cultural Fair,7,1,4.0,9,0.3383700040895832,0.3163398339808293,91,Spa Package,38.0
3940,0.35810949968296213,0.3207396315828833,0.800066226881004,0.6500755242875017,Family,Budget,5,Snowy,,30,Sports Event,71,0,3.8,15,0.29742421735383673,0.30116398832036106,99,Adventure Trek,21.0
3941,0.06364848974862947,0.48892280117410847,0.1947828753256844,0.5647312567458552,Family,Luxury,5,Cloudy,,9,Sports Event,54,0,4.3,64,0.798502901908197,0.6186622108769163,68,City Tour,14.0
3942,0.4766413653369598,0.9944733422301465,0.4334444442077884,0.14908033416584077,Business,Budget,12,Cloudy,,22,Cultural Fair,60,1,4.8,9,0.842956084707069,0.16182744638387792,3,City Tour,29.0
3943,0.9455909206271249,0.6460214655602622,0.46879895917044034,0.12408127817607695,Solo,Luxury,10,Cloudy,,22,Music Festival,32,0,4.2,52,0.9456108446279757,0.1567866244213404,37,Adventure Trek,34.0
3944,0.8527637353031822,0.7309582328351975,0.44377503903680926,0.8483911402258736,Solo,Budget,6,Sunny,,97,Cultural Fair,33,1,4.5,82,0.9458588396512249,0.935311621038951,78,City Tour,36.0
3945,0.08601356190922516,0.7486744505472747,0.3919593020988157,0.03745286962515593,Family,Mid-range,7,Rainy,,83,Sports Event,59,1,4.5,20,0.2572425256522448,0.04069747355813169,5,Indoor Wellness Retreat,21.0
3946,0.5708519723119039,0.6367383823119528,0.05107012930578603,0.31303042993747476,Solo,Budget,14,Rainy,,37,Cultural Fair,50,1,3.9,84,0.9965435056159875,0.7984449657420474,68,Cultural Museum Visit,38.0
3947,0.5772995193217016,0.09922562811966296,0.31185463733243035,0.5322225153098561,Couple,Mid-range,2,Sunny,,20,Wellness Expo,8,0,4.6,35,0.7136766428384439,0.36649924278097823,28,Indoor Wellness Retreat,25.0
3948,0.9392615630369405,0.8745554334597212,0.5900340390902947,0.47529812455970954,Couple,Budget,9,Sunny,,87,Wellness Expo,71,1,4.3,40,0.04946490000793169,0.35818587693580417,42,Food Experience,17.0
3949,0.06202455857897937,0.4419114663544109,0.04211064914242346,0.2564016149748638,Family,Mid-range,3,Sunny,,58,Music Festival,38,0,4.9,6,0.1801436550633101,0.4483615223898584,70,Indoor Wellness Retreat,35.0
3950,0.2308120082677244,0.025323459289918082,0.3324566022313721,0.8127523994315451,Couple,Budget,1,Cloudy,,86,Cultural Fair,75,1,4.3,65,0.5114074760272683,0.8841485859305939,97,Spa Package,20.0
3951,0.4883405084656708,0.01689406489442491,0.6154752546173717,0.8514585213443249,Couple,Mid-range,8,Snowy,,87,Sports Event,92,1,3.7,36,0.23100848234160054,0.6316927348059941,70,Cultural Museum Visit,33.0
3952,0.8097917037243761,0.5758705742784392,0.7793700856412402,0.1780595744835629,Business,Mid-range,12,Rainy,,66,Cultural Fair,20,0,4.9,7,0.3888989955746517,0.9225518560545618,92,Food Experience,26.0
3953,0.4872610800480197,0.19242513059641253,0.0902456805783104,0.3881572753800623,Couple,Mid-range,3,Snowy,,43,Wellness Expo,85,0,4.3,20,0.4826462626220861,0.40131048243382184,62,Spa Package,22.0
3954,0.07544092165481076,0.06436030123810144,0.3119616803961589,0.5577645774627953,Business,Budget,6,Rainy,,38,Wellness Expo,58,0,3.6,84,0.3982705594605458,0.2762659437160857,38,Cultural Museum Visit,31.0
3955,0.0052698103445592,0.024631384358541175,0.902031579372679,0.913758316473128,Business,Budget,12,Rainy,,69,Music Festival,10,1,4.9,54,0.32100430890788956,0.2000423858645649,90,Adventure Trek,27.0
